year,sport,event,sex,change_type,event_family,note
2020,Swimming,Swimming Women's 50 metres Freestyle,women,removed,50 metres Freestyle,Present in 2016 but absent in 2020.
2020,Swimming,Swimming Women's 800 metres Freestyle,women,removed,800 metres Freestyle,Present in 2016 but absent in 2020.
2020,Synchronized Swimming,Synchronized Swimming Women's Duet,women,removed,Duet,Present in 2016 but absent in 2020.
2020,Synchronized Swimming,Synchronized Swimming Women's Team,women,removed,Team,Present in 2016 but absent in 2020.
2020,Table Tennis,Table Tennis Men's Singles,men,removed,Singles,Present in 2016 but absent in 2020.
2020,Table Tennis,Table Tennis Men's Team,men,removed,Team,Present in 2016 but absent in 2020.
2020,Table Tennis,Table Tennis Women's Singles,women,removed,Singles,Present in 2016 but absent in 2020.
2020,Table Tennis,Table Tennis Women's Team,women,removed,Team,Present in 2016 but absent in 2020.
2020,Taekwondo,Taekwondo Men's Featherweight,men,removed,Featherweight,Present in 2016 but absent in 2020.
2020,Taekwondo,Taekwondo Men's Flyweight,men,removed,Flyweight,Present in 2016 but absent in 2020.
2020,Taekwondo,Taekwondo Men's Heavyweight,men,removed,Heavyweight,Present in 2016 but absent in 2020.
2020,Taekwondo,Taekwondo Men's Welterweight,men,removed,Welterweight,Present in 2016 but absent in 2020.
2020,Taekwondo,Taekwondo Women's Featherweight,women,removed,Featherweight,Present in 2016 but absent in 2020.
2020,Taekwondo,Taekwondo Women's Flyweight,women,removed,Flyweight,Present in 2016 but absent in 2020.
2020,Taekwondo,Taekwondo Women's Heavyweight,women,removed,Heavyweight,Present in 2016 but absent in 2020.
2020,Taekwondo,Taekwondo Women's Welterweight,women,removed,Welterweight,Present in 2016 but absent in 2020.
2020,Tennis,Tennis Men's Doubles,men,removed,Doubles,Present in 2016 but absent in 2020.
2020,Tennis,Tennis Men's Singles,men,removed,Singles,Present in 2016 but absent in 2020.
2020,Tennis,Tennis Mixed Doubles,mixed,removed,Doubles,Present in 2016 but absent in 2020.
2020,Tennis,Tennis Women's Doubles,women,removed,Doubles,Present in 2016 but absent in 2020.
2020,Tennis,Tennis Women's Singles,women,removed,Singles,Present in 2016 but absent in 2020.
2020,Trampolining,Trampolining Men's Individual,men,removed,Individual,Present in 2016 but absent in 2020.
2020,Trampolining,Trampolining Women's Individual,women,removed,Individual,Present in 2016 but absent in 2020.
2020,Triathlon,Triathlon Men's Olympic Distance,men,removed,Olympic Distance,Present in 2016 but absent in 2020.
2020,Triathlon,Triathlon Women's Olympic Distance,women,removed,Olympic Distance,Present in 2016 but absent in 2020.
2020,Volleyball,Volleyball Men's Volleyball,men,removed,Volleyball,Present in 2016 but absent in 2020.
2020,Volleyball,Volleyball Women's Volleyball,women,removed,Volleyball,Present in 2016 but absent in 2020.
2020,Water Polo,Water Polo Men's Water Polo,men,removed,Water Polo,Present in 2016 but absent in 2020.
2020,Water Polo,Water Polo Women's Water Polo,women,removed,Water Polo,Present in 2016 but absent in 2020.
2020,Weightlifting,Weightlifting Men's Bantamweight,men,removed,Bantamweight,Present in 2016 but absent in 2020.
2020,Weightlifting,Weightlifting Men's Featherweight,men,removed,Featherweight,Present in 2016 but absent in 2020.
2020,Weightlifting,Weightlifting Men's Heavyweight,men,removed,Heavyweight,Present in 2016 but absent in 2020.
2020,Weightlifting,Weightlifting Men's Light-Heavyweight,men,removed,Light-Heavyweight,Present in 2016 but absent in 2020.
2020,Weightlifting,Weightlifting Men's Lightweight,men,removed,Lightweight,Present in 2016 but absent in 2020.
2020,Weightlifting,Weightlifting Men's Middle-Heavyweight,men,removed,Middle-Heavyweight,Present in 2016 but absent in 2020.
2020,Weightlifting,Weightlifting Men's Middleweight,men,removed,Middleweight,Present in 2016 but absent in 2020.
2020,Weightlifting,Weightlifting Men's Super-Heavyweight,men,removed,Super-Heavyweight,Present in 2016 but absent in 2020.
2020,Weightlifting,Weightlifting Women's Featherweight,women,removed,Featherweight,Present in 2016 but absent in 2020.
2020,Weightlifting,Weightlifting Women's Flyweight,women,removed,Flyweight,Present in 2016 but absent in 2020.
2020,Weightlifting,Weightlifting Women's Heavyweight,women,removed,Heavyweight,Present in 2016 but absent in 2020.
2020,Weightlifting,Weightlifting Women's Light-Heavyweight,women,removed,Light-Heavyweight,Present in 2016 but absent in 2020.
2020,Weightlifting,Weightlifting Women's Lightweight,women,removed,Lightweight,Present in 2016 but absent in 2020.
2020,Weightlifting,Weightlifting Women's Middleweight,women,removed,Middleweight,Present in 2016 but absent in 2020.
2020,Weightlifting,Weightlifting Women's Super-Heavyweight,women,removed,Super-Heavyweight,Present in 2016 but absent in 2020.
2020,Wrestling,"Wrestling Men's Featherweight, Freestyle",men,removed,"Featherweight, Freestyle",Present in 2016 but absent in 2020.
2020,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",men,removed,"Featherweight, Greco-Roman",Present in 2016 but absent in 2020.
2020,Wrestling,"Wrestling Men's Heavyweight, Freestyle",men,removed,"Heavyweight, Freestyle",Present in 2016 but absent in 2020.
2020,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",men,removed,"Heavyweight, Greco-Roman",Present in 2016 but absent in 2020.
2020,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",men,removed,"Light-Heavyweight, Freestyle",Present in 2016 but absent in 2020.
2020,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",men,removed,"Light-Heavyweight, Greco-Roman",Present in 2016 but absent in 2020.
2020,Wrestling,"Wrestling Men's Middleweight, Freestyle",men,removed,"Middleweight, Freestyle",Present in 2016 but absent in 2020.
2020,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",men,removed,"Middleweight, Greco-Roman",Present in 2016 but absent in 2020.
2020,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",men,removed,"Super-Heavyweight, Freestyle",Present in 2016 but absent in 2020.
2020,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",men,removed,"Super-Heavyweight, Greco-Roman",Present in 2016 but absent in 2020.
2020,Wrestling,"Wrestling Men's Welterweight, Freestyle",men,removed,"Welterweight, Freestyle",Present in 2016 but absent in 2020.
2020,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",men,removed,"Welterweight, Greco-Roman",Present in 2016 but absent in 2020.
2020,Wrestling,"Wrestling Women's Featherweight, Freestyle",women,removed,"Featherweight, Freestyle",Present in 2016 but absent in 2020.
2020,Wrestling,"Wrestling Women's Flyweight, Freestyle",women,removed,"Flyweight, Freestyle",Present in 2016 but absent in 2020.
2020,Wrestling,"Wrestling Women's Heavyweight, Freestyle",women,removed,"Heavyweight, Freestyle",Present in 2016 but absent in 2020.
2020,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",women,removed,"Light-Heavyweight, Freestyle",Present in 2016 but absent in 2020.
2020,Wrestling,"Wrestling Women's Lightweight, Freestyle",women,removed,"Lightweight, Freestyle",Present in 2016 but absent in 2020.
2020,Wrestling,"Wrestling Women's Middleweight, Freestyle",women,removed,"Middleweight, Freestyle",Present in 2016 but absent in 2020.
2024,"3x3 Basketball, Basketball",Women,women,added,Women,Detected from adjacent Summer Games event-set comparison.
2024,3x3 Basketball,Men,men,added,Men,Detected from adjacent Summer Games event-set comparison.
2024,3x3 Basketball,Women,women,added,Women,Detected from adjacent Summer Games event-set comparison.
2024,Artistic Gymnastics,Men,men,added,Men,Detected from adjacent Summer Games event-set comparison.
2024,Artistic Gymnastics,Women,women,added,Women,Detected from adjacent Summer Games event-set comparison.
2024,Artistic Swimming,Duet,women,added,Duet,Detected from adjacent Summer Games event-set comparison.
2024,Athletics,Marathon Race Walk Relay Mixed,mixed,added,Marathon Race Walk Relay,Detected from adjacent Summer Games event-set comparison.
2024,Badminton,Men's Doubles,men,added,Doubles,Detected from adjacent Summer Games event-set comparison.
2024,Badminton,Mixed Doubles,mixed,added,Doubles,Detected from adjacent Summer Games event-set comparison.
2024,Badminton,Women's Doubles,women,added,Doubles,Detected from adjacent Summer Games event-set comparison.
2024,Basketball,Men,men,added,Men,Detected from adjacent Summer Games event-set comparison.
2024,Basketball,Women,women,added,Women,Detected from adjacent Summer Games event-set comparison.
2024,Beach Volleyball,Men,men,added,Men,Detected from adjacent Summer Games event-set comparison.
2024,Beach Volleyball,Women,women,added,Women,Detected from adjacent Summer Games event-set comparison.
2024,Boxing,Men's +92kg,men,added,+92kg,Detected from adjacent Summer Games event-set comparison.
2024,Boxing,Men's 51kg,men,added,51kg,Detected from adjacent Summer Games event-set comparison.
2024,Boxing,Men's 57kg,men,added,57kg,Detected from adjacent Summer Games event-set comparison.
2024,Boxing,Men's 63.5kg,men,added,63.5kg,Detected from adjacent Summer Games event-set comparison.
2024,Boxing,Men's 71kg,men,added,71kg,Detected from adjacent Summer Games event-set comparison.
2024,Boxing,Men's 80kg,men,added,80kg,Detected from adjacent Summer Games event-set comparison.
2024,Boxing,Men's 92kg,men,added,92kg,Detected from adjacent Summer Games event-set comparison.
2024,Boxing,Women's 50kg,women,added,50kg,Detected from adjacent Summer Games event-set comparison.
2024,Boxing,Women's 54kg,women,added,54kg,Detected from adjacent Summer Games event-set comparison.
2024,Boxing,Women's 57kg,women,added,57kg,Detected from adjacent Summer Games event-set comparison.
2024,Boxing,Women's 60kg,women,added,60kg,Detected from adjacent Summer Games event-set comparison.
2024,Boxing,Women's 66kg,women,added,66kg,Detected from adjacent Summer Games event-set comparison.
2024,Boxing,Women's 75kg,women,added,75kg,Detected from adjacent Summer Games event-set comparison.
2024,Breaking,B-Boys,men,added,B-Boys,Detected from adjacent Summer Games event-set comparison.
2024,Breaking,B-Girls,women,added,B-Girls,Detected from adjacent Summer Games event-set comparison.
2024,Canoe Slalom,Men's Canoe Single,men,added,Canoe Single,Detected from adjacent Summer Games event-set comparison.
2024,Canoe Slalom,Men's Kayak Cross,men,added,Kayak Cross,Detected from adjacent Summer Games event-set comparison.
2024,Canoe Slalom,Men's Kayak Single,men,added,Kayak Single,Detected from adjacent Summer Games event-set comparison.
2024,Canoe Slalom,Women's Canoe Single,women,added,Canoe Single,Detected from adjacent Summer Games event-set comparison.
2024,Canoe Slalom,Women's Kayak Cross,women,added,Kayak Cross,Detected from adjacent Summer Games event-set comparison.
2024,Canoe Slalom,Women's Kayak Single,women,added,Kayak Single,Detected from adjacent Summer Games event-set comparison.
2024,Canoe Sprint,Men's Canoe Double 500m,men,added,Canoe Double 500m,Detected from adjacent Summer Games event-set comparison.
2024,Canoe Sprint,Men's Kayak Double 500m,men,added,Kayak Double 500m,Detected from adjacent Summer Games event-set comparison.
2024,Canoe Sprint,Men's Kayak Four 500m,men,added,Kayak Four 500m,Detected from adjacent Summer Games event-set comparison.
2024,Canoe Sprint,Women's Canoe Double 500m,women,added,Canoe Double 500m,Detected from adjacent Summer Games event-set comparison.
2024,Canoe Sprint,Women's Kayak Double 500m,women,added,Kayak Double 500m,Detected from adjacent Summer Games event-set comparison.
2024,Canoe Sprint,Women's Kayak Four 500m,women,added,Kayak Four 500m,Detected from adjacent Summer Games event-set comparison.
2024,"Cycling Road, Cycling Mountain Bike",Men's Cross-country,men,added,Cross-country,Detected from adjacent Summer Games event-set comparison.
2024,"Cycling Road, Cycling Mountain Bike",Men's Road Race,men,added,Road Race,Detected from adjacent Summer Games event-set comparison.
2024,"Cycling Road, Cycling Mountain Bike",Women's Cross-country,women,added,Cross-country,Detected from adjacent Summer Games event-set comparison.
2024,"Cycling Road, Cycling Mountain Bike",Women's Road Race,women,added,Road Race,Detected from adjacent Summer Games event-set comparison.
2024,"Cycling Road, Cycling Track",Men's Individual Time Trial,men,added,Individual Time Trial,Detected from adjacent Summer Games event-set comparison.
2024,"Cycling Road, Cycling Track",Men's Madison,men,added,Madison,Detected from adjacent Summer Games event-set comparison.
2024,"Cycling Road, Cycling Track",Men's Omnium,men,added,Omnium,Detected from adjacent Summer Games event-set comparison.
2024,"Cycling Road, Cycling Track",Men's Road Race,men,added,Road Race,Detected from adjacent Summer Games event-set comparison.
2024,"Cycling Road, Cycling Track",Men's Team Pursuit,men,added,Team Pursuit,Detected from adjacent Summer Games event-set comparison.
2024,"Cycling Road, Cycling Track",Women's Individual Time Trial,women,added,Individual Time Trial,Detected from adjacent Summer Games event-set comparison.
2024,"Cycling Road, Cycling Track",Women's Keirin,women,added,Keirin,Detected from adjacent Summer Games event-set comparison.
2024,"Cycling Road, Cycling Track",Women's Madison,women,added,Madison,Detected from adjacent Summer Games event-set comparison.
2024,"Cycling Road, Cycling Track",Women's Omnium,women,added,Omnium,Detected from adjacent Summer Games event-set comparison.
2024,"Cycling Road, Cycling Track",Women's Road Race,women,added,Road Race,Detected from adjacent Summer Games event-set comparison.
2024,"Cycling Road, Cycling Track",Women's Sprint,women,added,Sprint,Detected from adjacent Summer Games event-set comparison.
2024,"Cycling Road, Cycling Track",Women's Team Pursuit,women,added,Team Pursuit,Detected from adjacent Summer Games event-set comparison.
2024,"Cycling Road, Triathlon",Women's Individual Time Trial,women,added,Individual Time Trial,Detected from adjacent Summer Games event-set comparison.
2024,"Cycling Road, Triathlon",Women's Individual,women,added,Individual,Detected from adjacent Summer Games event-set comparison.
2024,Cycling Track,Men's Madison,men,added,Madison,Detected from adjacent Summer Games event-set comparison.
2024,Cycling Track,Men's Team Pursuit,men,added,Team Pursuit,Detected from adjacent Summer Games event-set comparison.
2024,Cycling Track,Men's Team Sprint,men,added,Team Sprint,Detected from adjacent Summer Games event-set comparison.
2024,Cycling Track,Women's Team Pursuit,women,added,Team Pursuit,Detected from adjacent Summer Games event-set comparison.
2024,Cycling Track,Women's Team Sprint,women,added,Team Sprint,Detected from adjacent Summer Games event-set comparison.
2024,Diving,Men's Synchronised 10m Platform,men,added,Synchronised 10m Platform,Detected from adjacent Summer Games event-set comparison.
2024,Diving,Men's Synchronised 3m Springboard,men,added,Synchronised 3m Springboard,Detected from adjacent Summer Games event-set comparison.
2024,Diving,Women's Synchronised 10m Platform,women,added,Synchronised 10m Platform,Detected from adjacent Summer Games event-set comparison.
2024,Diving,Women's Synchronised 3m Springboard,women,added,Synchronised 3m Springboard,Detected from adjacent Summer Games event-set comparison.
2024,Football,Men,men,added,Men,Detected from adjacent Summer Games event-set comparison.
2024,Football,Women,women,added,Women,Detected from adjacent Summer Games event-set comparison.
2024,Handball,Men,men,added,Men,Detected from adjacent Summer Games event-set comparison.
2024,Handball,Women,women,added,Women,Detected from adjacent Summer Games event-set comparison.
2024,Hockey,Men,men,added,Men,Detected from adjacent Summer Games event-set comparison.
2024,Hockey,Women,women,added,Women,Detected from adjacent Summer Games event-set comparison.
2024,"Marathon Swimming, Swimming",Men's 10km,men,added,10km,Detected from adjacent Summer Games event-set comparison.
2024,"Marathon Swimming, Swimming",Men's 1500m Freestyle,men,added,1500m Freestyle,Detected from adjacent Summer Games event-set comparison.
